name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
Kepler-1300 b,2469,2.45 Earths,12.768,2016
Kepler-1301 b,2662,2.54 Earths,15.373,2016
Kepler-1302 b,2371,2.63 Earths,15.039,2016
Kepler-1303 b,2952,2.6 Earths,14.616,2016
Kepler-1297 b,3249,0.871 Earths,14.782,2016
Kepler-1298 b,1624,2.27 Earths,11.313,2016
Kepler-1299 b,4410,9.17 Earths,15.9,2016
Kepler-129 b,1349,6.21 Earths,11.644,2014
Kepler-129 c,1349,7.04 Earths,11.644,2014
Kepler-12 b,2950,0.432 Jupiters,13.8,2011
Kepler-1300 b,2469,2.45 Earths,12.768,2016
Kepler-1301 b,2662,2.54 Earths,15.373,2016
Kepler-1302 b,2371,2.63 Earths,15.039,2016
Kepler-1303 b,2952,2.6 Earths,14.616,2016
Kepler-1297 b,3249,0.871 Earths,14.782,2016
Kepler-1298 b,1624,2.27 Earths,11.313,2016
Kepler-1299 b,4410,9.17 Earths,15.9,2016
Kepler-129 b,1349,6.21 Earths,11.644,2014
Kepler-129 c,1349,7.04 Earths,11.644,2014
Kepler-12 b,2950,0.432 Jupiters,13.8,2011
Kepler-1300 b,2469,2.45 Earths,12.768,2016
Kepler-1301 b,2662,2.54 Earths,15.373,2016
Kepler-1302 b,2371,2.63 Earths,15.039,2016
Kepler-1303 b,2952,2.6 Earths,14.616,2016
Kepler-1297 b,3249,0.871 Earths,14.782,2016
Kepler-1298 b,1624,2.27 Earths,11.313,2016
Kepler-1299 b,4410,9.17 Earths,15.9,2016
Kepler-129 b,1349,6.21 Earths,11.644,2014
Kepler-129 c,1349,7.04 Earths,11.644,2014
Kepler-12 b,2950,0.432 Jupiters,13.8,2011
Kepler-1300 b,2469,2.45 Earths,12.768,2016
Kepler-1301 b,2662,2.54 Earths,15.373,2016
Kepler-1302 b,2371,2.63 Earths,15.039,2016
Kepler-1303 b,2952,2.6 Earths,14.616,2016
Kepler-1297 b,3249,0.871 Earths,14.782,2016
Kepler-1298 b,1624,2.27 Earths,11.313,2016
Kepler-1299 b,4410,9.17 Earths,15.9,2016
Kepler-129 b,1349,6.21 Earths,11.644,2014
Kepler-129 c,1349,7.04 Earths,11.644,2014
Kepler-12 b,2950,0.432 Jupiters,13.8,2011
Kepler-1300 b,2469,2.45 Earths,12.768,2016
Kepler-1301 b,2662,2.54 Earths,15.373,2016
Kepler-1302 b,2371,2.63 Earths,15.039,2016
Kepler-1303 b,2952,2.6 Earths,14.616,2016
Kepler-1311 b,2300,2.07 Earths,13.318,2016
Kepler-1311 c,2300,1.98 Earths,13.318,2016
Kepler-1312 b,995,5.06 Earths,12.378,2016
Kepler-1313 b,610,3.75 Earths,11.789,2016
Kepler-1314 b,1507,22.9 Earths,17.121,2016
Kepler-1315 b,1647,2.48 Earths,14.952,2016
Kepler-1316 b,2456,12.3 Earths,13.951,2016
Kepler-1317 b,2394,3.05 Earths,15.234,2016
Kepler-1318 b,1549,9.85 Earths,15.242,2016
Kepler-1319 b,372,2.36 Earths,14.222,2016
Kepler-131 b,751,16.13 Earths,11.49,2014
Kepler-131 c,751,8.25 Earths,11.49,2014
Kepler-1320 b,2515,3.53 Earths,15.905,2016
Kepler-1321 b,1784,21.5 Earths,16.928,2016
Kepler-1321 c,1784,6.35 Earths,16.928,2016
Kepler-1322 b,3970,3.22 Earths,15.775,2016
Kepler-1323 b,1729,2.92 Earths,12.344,2016
Kepler-1324 b,1703,2.89 Earths,15.134,2016
Kepler-1325 b,3115,8.55 Earths,15.129,2016
Kepler-1326 b,2968,16.3 Earths,12.741,2016
Kepler-1327 b,2244,3.89 Earths,13.884,2016
Kepler-1328 b,2055,0.904 Earths,13.803,2016
Kepler-1329 b,2035,5.35 Earths,15.85,2016
Kepler-132 b,988,1.92 Earths,11.818,2014
Kepler-132 c,988,2.18 Earths,11.818,2014
Kepler-132 d,988,3.02 Earths,11.818,2014
Kepler-132 e,988,1.76 Earths,11.818,2016
Kepler-1330 b,3063,3.36 Earths,14.945,2016
Kepler-1331 b,1191,1.16 Earths,15.032,2016
Kepler-1332 b,1680,2.45 Earths,13.795,2016
Kepler-1333 b,3125,8.3 Earths,15.171,2016
Kepler-1334 b,3415,5.86 Earths,15.171,2016
Kepler-1335 b,2049,2.7 Earths,15.304,2016
Kepler-1336 b,2681,4.58 Earths,14.038,2016
Kepler-1336 c,2681,3.57 Earths,14.038,2016
Kepler-1337 b,1918,6.39 Earths,15.817,2016
Kepler-1338 b,2019,0.721 Earths,13.574,2016
Kepler-1339 b,871,0.285 Earths,12.123,2016
Kepler-133 b,2170,3.75 Earths,12.841,2014
Kepler-133 c,2170,8.45 Earths,12.841,2014
Kepler-1340 b,4635,3.02 Earths,14.755,2016
Kepler-1341 b,1520,9.22 Earths,15.018,2016
Kepler-1342 b,3070,3.39 Earths,15.383,2016
Kepler-1343 b,4263,4.38 Earths,15.53,2016
Kepler-1344 b,2776,4.04 Earths,14.027,2016
Kepler-1345 b,3797,6.17 Earths,13.705,2016
Kepler-1346 b,3663,3.12 Earths,14.462,2016
Kepler-1347 b,1047,1.08 Earths,13.412,2016
Kepler-1348 b,3370,4.42 Earths,14.679,2016
Kepler-1349 b,848,0.271 Earths,11.082,2016
Kepler-134 b,1103,4.66 Earths,12.222,2014
Kepler-134 c,1103,2.13 Earths,12.222,2014
Kepler-1350 b,1142,6.9 Earths,16.233,2016
Kepler-1350 c,1142,3.64 Earths,16.233,2016
Kepler-1351 b,786,0.208 Earths,14.087,2016
Kepler-1352 b,2078,0.64 Earths,13.25,2016
Kepler-1353 b,1944,3.89 Earths,15.506,2016
Kepler-1354 b,3448,9.11 Earths,14.369,2016
Kepler-1355 b,3141,2.73 Earths,15.452,2016
Kepler-1356 b,2874,2.96 Earths,15.72,2016
Kepler-134 b,1103,4.66 Earths,12.222,2014
Kepler-134 c,1103,2.13 Earths,12.222,2014
Kepler-1350 b,1142,6.9 Earths,16.233,2016
Kepler-1350 c,1142,3.64 Earths,16.233,2016
Kepler-1351 b,786,0.208 Earths,14.087,2016
Kepler-1352 b,2078,0.64 Earths,13.25,2016
Kepler-1353 b,1944,3.89 Earths,15.506,2016
Kepler-1354 b,3448,9.11 Earths,14.369,2016
Kepler-1355 b,3141,2.73 Earths,15.452,2016
Kepler-1356 b,2874,2.96 Earths,15.72,2016
Kepler-134 b,1103,4.66 Earths,12.222,2014
Kepler-134 c,1103,2.13 Earths,12.222,2014
Kepler-1350 b,1142,6.9 Earths,16.233,2016
Kepler-1350 c,1142,3.64 Earths,16.233,2016
Kepler-1351 b,786,0.208 Earths,14.087,2016
Kepler-1352 b,2078,0.64 Earths,13.25,2016
Kepler-1353 b,1944,3.89 Earths,15.506,2016
Kepler-1354 b,3448,9.11 Earths,14.369,2016
Kepler-1355 b,3141,2.73 Earths,15.452,2016
Kepler-1356 b,2874,2.96 Earths,15.72,2016
Kepler-134 b,1103,4.66 Earths,12.222,2014
Kepler-134 c,1103,2.13 Earths,12.222,2014
Kepler-1350 b,1142,6.9 Earths,16.233,2016
Kepler-1350 c,1142,3.64 Earths,16.233,2016
Kepler-1351 b,786,0.208 Earths,14.087,2016
Kepler-1352 b,2078,0.64 Earths,13.25,2016
Kepler-1353 b,1944,3.89 Earths,15.506,2016
Kepler-1354 b,3448,9.11 Earths,14.369,2016
Kepler-1355 b,3141,2.73 Earths,15.452,2016
Kepler-1356 b,2874,2.96 Earths,15.72,2016
Kepler-134 b,1103,4.66 Earths,12.222,2014
Kepler-134 c,1103,2.13 Earths,12.222,2014
Kepler-1350 b,1142,6.9 Earths,16.233,2016
Kepler-1350 c,1142,3.64 Earths,16.233,2016
Kepler-1351 b,786,0.208 Earths,14.087,2016
Kepler-1352 b,2078,0.64 Earths,13.25,2016
Kepler-1353 b,1944,3.89 Earths,15.506,2016
Kepler-1354 b,3448,9.11 Earths,14.369,2016
Kepler-1355 b,3141,2.73 Earths,15.452,2016
Kepler-1356 b,2874,2.96 Earths,15.72,2016
Kepler-1357 b,3347,2.18 Earths,15.22,2016
Kepler-1358 b,1820,1.46 Earths,14.54,2016
Kepler-1359 b,2182,8.4 Earths,15.753,2016
Kepler-135 b,2065,3.93 Earths,12.679,2014
Kepler-135 c,2065,1.65 Earths,12.679,2014
Kepler-1360 b,4583,11.5 Earths,13.88,2016
Kepler-1361 b,1318,0.566 Earths,13.917,2016
Kepler-1362 b,2502,7.27 Earths,15.825,2016
Kepler-1363 b,1823,2.1 Earths,15.292,2016
Kepler-1364 b,3748,5.27 Earths,13.186,2016
Kepler-1365 b,1765,0.721 Earths,13.38,2016
Kepler-1365 c,1765,0.437 Earths,13.38,2016
Kepler-1366 b,1288,2.63 Earths,15.889,2016
Kepler-1367 b,1165,0.721 Earths,15.558,2016
Kepler-1368 b,5709,3.36 Earths,15.873,2016
Kepler-1369 b,4032,7.7 Earths,15.35,2016
Kepler-136 b,1389,19.8 Earths,11.754,2014
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-1385 b,1719,0.543 Earths,12.844,2016
Kepler-1386 b,2734,2.07 Earths,14.417,2016
Kepler-1387 b,1602,0.749 Earths,14.58,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1388 e,1605,6.62 Earths,16.294,2016
Kepler-1389 b,1700,3.78 Earths,14.684,2016
Kepler-138 b,219,0.066 Earths,12.472,2014
Kepler-138 c,219,1.97 Earths,12.472,2014
Kepler-138 d,219,0.64 Earths,12.472,2014
Kepler-1390 b,2479,1.76 Earths,14.402,2016
Kepler-1391 b,2352,3.46 Earths,13.828,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1388 e,1605,6.62 Earths,16.294,2016
Kepler-1389 b,1700,3.78 Earths,14.684,2016
Kepler-138 b,219,0.066 Earths,12.472,2014
Kepler-138 c,219,1.97 Earths,12.472,2014
Kepler-138 d,219,0.64 Earths,12.472,2014
Kepler-1390 b,2479,1.76 Earths,14.402,2016
Kepler-1391 b,2352,3.46 Earths,13.828,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1388 e,1605,6.62 Earths,16.294,2016
Kepler-1389 b,1700,3.78 Earths,14.684,2016
Kepler-138 b,219,0.066 Earths,12.472,2014
Kepler-138 c,219,1.97 Earths,12.472,2014
Kepler-138 d,219,0.64 Earths,12.472,2014
Kepler-1390 b,2479,1.76 Earths,14.402,2016
Kepler-1391 b,2352,3.46 Earths,13.828,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1388 e,1605,6.62 Earths,16.294,2016
Kepler-1389 b,1700,3.78 Earths,14.684,2016
Kepler-138 b,219,0.066 Earths,12.472,2014
Kepler-138 c,219,1.97 Earths,12.472,2014
Kepler-138 d,219,0.64 Earths,12.472,2014
Kepler-1390 b,2479,1.76 Earths,14.402,2016
Kepler-1391 b,2352,3.46 Earths,13.828,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1388 e,1605,6.62 Earths,16.294,2016
Kepler-1389 b,1700,3.78 Earths,14.684,2016
Kepler-138 b,219,0.066 Earths,12.472,2014
Kepler-138 c,219,1.97 Earths,12.472,2014
Kepler-138 d,219,0.64 Earths,12.472,2014
Kepler-1390 b,2479,1.76 Earths,14.402,2016
Kepler-1391 b,2352,3.46 Earths,13.828,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1388 e,1605,6.62 Earths,16.294,2016
Kepler-1389 b,1700,3.78 Earths,14.684,2016
Kepler-138 b,219,0.066 Earths,12.472,2014
Kepler-138 c,219,1.97 Earths,12.472,2014
Kepler-138 d,219,0.64 Earths,12.472,2014
Kepler-1390 b,2479,1.76 Earths,14.402,2016
Kepler-1391 b,2352,3.46 Earths,13.828,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1388 e,1605,6.62 Earths,16.294,2016
Kepler-1389 b,1700,3.78 Earths,14.684,2016
Kepler-138 b,219,0.066 Earths,12.472,2014
Kepler-138 c,219,1.97 Earths,12.472,2014
Kepler-138 d,219,0.64 Earths,12.472,2014
Kepler-1390 b,2479,1.76 Earths,14.402,2016
Kepler-1391 b,2352,3.46 Earths,13.828,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1388 e,1605,6.62 Earths,16.294,2016
Kepler-1389 b,1700,3.78 Earths,14.684,2016
Kepler-138 b,219,0.066 Earths,12.472,2014
Kepler-138 c,219,1.97 Earths,12.472,2014
Kepler-138 d,219,0.64 Earths,12.472,2014
Kepler-1390 b,2479,1.76 Earths,14.402,2016
Kepler-1391 b,2352,3.46 Earths,13.828,2016
Kepler-139 c,1290,11.4 Earths,12.677,2014
Kepler-1400 b,2867,3.26 Earths,15.713,2016
Kepler-1401 b,4051,3.46 Earths,14.972,2016
Kepler-1402 b,2221,0.363 Earths,14.608,2016
Kepler-1403 b,5875,5.22 Earths,15.591,2016
Kepler-1404 b,3086,4.7 Earths,15.703,2016
Kepler-1405 b,5236,14.9 Earths,15.818,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1440 b,2234,2.13 Earths,14.102,2016
Kepler-1441 b,2450,2.27 Earths,14.257,2016
Kepler-1442 b,1713,14.7 Earths,12.03,2016
Kepler-1443 b,1549,0.871 Earths,12.212,2016
Kepler-1444 b,1109,5.39 Earths,12.258,2016
Kepler-1445 b,1572,0.84 Earths,12.418,2016
Kepler-1446 b,528,0.477 Earths,12.409,2016
Kepler-1447 b,2841,8.75 Earths,14.664,2016
Kepler-1448 b,2564,3.22 Earths,14.38,2016
Kepler-1449 b,4309,3.46 Earths,15.031,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-1458 b,2094,8.05 Earths,14.2,2016
Kepler-1459 b,1419,2.42 Earths,14.552,2016
Kepler-145 b,1879,37.1 Earths,11.875,2013
Kepler-145 c,1879,0.25 Jupiters,11.875,2013
Kepler-1460 b,1872,4.5 Earths,15.919,2016
Kepler-1461 b,2453,4.78 Earths,15.695,2016
Kepler-1462 b,4462,14 Earths,15.856,2016
Kepler-1463 b,4374,4.12 Earths,15.724,2016
Kepler-1464 b,2257,3.39 Earths,14.13,2016
Kepler-1464 c,2257,0.972 Earths,14.13,2016
Kepler-1465 b,1142,3.78 Earths,14.42,2016
Kepler-1466 b,2238,3.02 Earths,13.869,2016
Kepler-1467 b,2903,10.9 Earths,15.521,2016
Kepler-1468 b,3686,3.64 Earths,14.952,2016
Kepler-1468 c,3686,1.6 Earths,14.952,2016
Kepler-1469 b,4094,8.25 Earths,15.989,2016
Kepler-146 b,2387,13.3 Earths,13.803,2014
Kepler-146 c,2387,9.96 Earths,13.803,2014
Kepler-1470 b,1856,1.24 Earths,15.044,2016
Kepler-1471 b,3454,2.57 Earths,15.246,2016
Kepler-1465 b,1142,3.78 Earths,14.42,2016
Kepler-1466 b,2238,3.02 Earths,13.869,2016
Kepler-1467 b,2903,10.9 Earths,15.521,2016
Kepler-1468 b,3686,3.64 Earths,14.952,2016
Kepler-1468 c,3686,1.6 Earths,14.952,2016
Kepler-1469 b,4094,8.25 Earths,15.989,2016
Kepler-146 b,2387,13.3 Earths,13.803,2014
Kepler-146 c,2387,9.96 Earths,13.803,2014
Kepler-1470 b,1856,1.24 Earths,15.044,2016
Kepler-1471 b,3454,2.57 Earths,15.246,2016
Kepler-1465 b,1142,3.78 Earths,14.42,2016
Kepler-1466 b,2238,3.02 Earths,13.869,2016
Kepler-1467 b,2903,10.9 Earths,15.521,2016
Kepler-1468 b,3686,3.64 Earths,14.952,2016
Kepler-1468 c,3686,1.6 Earths,14.952,2016
Kepler-1469 b,4094,8.25 Earths,15.989,2016
Kepler-146 b,2387,13.3 Earths,13.803,2014
Kepler-146 c,2387,9.96 Earths,13.803,2014
Kepler-1470 b,1856,1.24 Earths,15.044,2016
Kepler-1471 b,3454,2.57 Earths,15.246,2016
Kepler-1480 b,1761,3.43 Earths,14.482,2016
Kepler-1481 b,1608,2.04 Earths,14.743,2016
Kepler-1482 b,1442,1.01 Earths,13.73,2016
Kepler-1483 b,4329,2.92 Earths,14.423,2016
Kepler-1484 b,3572,5.1 Earths,15.247,2016
Kepler-1485 b,1794,2.76 Earths,13.18,2016
Kepler-1486 b,4779,5.99 Earths,15.294,2016
Kepler-1487 b,3569,5.18 Earths,13.451,2016
Kepler-1488 b,2016,4.12 Earths,13.077,2016
Kepler-1489 b,2838,3.78 Earths,14.808,2016
Kepler-1497 b,3660,3.39 Earths,15.376,2016
Kepler-1498 b,2414,2.33 Earths,15.1,2016
Kepler-1499 b,1011,1.81 Earths,13.516,2016
Kepler-149 b,1894,16.5 Earths,14.019,2014
Kepler-149 c,1894,3.22 Earths,14.019,2014
Kepler-149 d,1894,14.9 Earths,14.019,2014
Kepler-14 b,3197,8.4 Jupiters,12.128,2011
Kepler-1500 b,2949,1.87 Earths,14.58,2016
Kepler-1501 b,2897,3.05 Earths,13.646,2016
Kepler-1502 b,5023,10.2 Earths,14.093,2016
Kepler-1497 b,3660,3.39 Earths,15.376,2016
Kepler-1498 b,2414,2.33 Earths,15.1,2016
Kepler-1499 b,1011,1.81 Earths,13.516,2016
Kepler-149 b,1894,16.5 Earths,14.019,2014
Kepler-149 c,1894,3.22 Earths,14.019,2014
Kepler-149 d,1894,14.9 Earths,14.019,2014
Kepler-14 b,3197,8.4 Jupiters,12.128,2011
Kepler-1500 b,2949,1.87 Earths,14.58,2016
Kepler-1501 b,2897,3.05 Earths,13.646,2016
Kepler-1502 b,5023,10.2 Earths,14.093,2016
Kepler-1497 b,3660,3.39 Earths,15.376,2016
Kepler-1498 b,2414,2.33 Earths,15.1,2016
Kepler-1499 b,1011,1.81 Earths,13.516,2016
Kepler-149 b,1894,16.5 Earths,14.019,2014
Kepler-149 c,1894,3.22 Earths,14.019,2014
Kepler-149 d,1894,14.9 Earths,14.019,2014
Kepler-14 b,3197,8.4 Jupiters,12.128,2011
Kepler-1500 b,2949,1.87 Earths,14.58,2016
Kepler-1501 b,2897,3.05 Earths,13.646,2016
Kepler-1502 b,5023,10.2 Earths,14.093,2016
Kepler-1497 b,3660,3.39 Earths,15.376,2016
Kepler-1498 b,2414,2.33 Earths,15.1,2016
Kepler-1499 b,1011,1.81 Earths,13.516,2016
Kepler-149 b,1894,16.5 Earths,14.019,2014
Kepler-149 c,1894,3.22 Earths,14.019,2014
Kepler-149 d,1894,14.9 Earths,14.019,2014
Kepler-14 b,3197,8.4 Jupiters,12.128,2011
Kepler-1500 b,2949,1.87 Earths,14.58,2016
Kepler-1501 b,2897,3.05 Earths,13.646,2016
Kepler-1502 b,5023,10.2 Earths,14.093,2016
Kepler-1497 b,3660,3.39 Earths,15.376,2016
Kepler-1498 b,2414,2.33 Earths,15.1,2016
Kepler-1499 b,1011,1.81 Earths,13.516,2016
Kepler-149 b,1894,16.5 Earths,14.019,2014
Kepler-149 c,1894,3.22 Earths,14.019,2014
Kepler-149 d,1894,14.9 Earths,14.019,2014
Kepler-14 b,3197,8.4 Jupiters,12.128,2011
Kepler-1500 b,2949,1.87 Earths,14.58,2016
Kepler-1501 b,2897,3.05 Earths,13.646,2016
Kepler-1502 b,5023,10.2 Earths,14.093,2016
Kepler-150 e,2983,9.91 Earths,14.974,2014
Kepler-150 f,2983,12.9 Earths,14.974,2017
Kepler-1510 b,5268,11.2 Earths,15.142,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1236,Unknown,11.829,2016
Kepler-1514 c,1236,2.3 Earths,11.829,2020
Kepler-1515 b,1644,0.208 Jupiters,11.998,2016
Kepler-1516 b,2844,3.71 Earths,14.447,2016
Kepler-150 e,2983,9.91 Earths,14.974,2014
Kepler-150 f,2983,12.9 Earths,14.974,2017
Kepler-1510 b,5268,11.2 Earths,15.142,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1236,Unknown,11.829,2016
Kepler-1514 c,1236,2.3 Earths,11.829,2020
Kepler-1515 b,1644,0.208 Jupiters,11.998,2016
Kepler-1516 b,2844,3.71 Earths,14.447,2016
Kepler-150 e,2983,9.91 Earths,14.974,2014
Kepler-150 f,2983,12.9 Earths,14.974,2017
Kepler-1510 b,5268,11.2 Earths,15.142,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1236,Unknown,11.829,2016
Kepler-1514 c,1236,2.3 Earths,11.829,2020
Kepler-1515 b,1644,0.208 Jupiters,11.998,2016
